Date,model,variant,Revenue_actual,COGS_actual,Revenue_pred,COGS_pred,Revenue_error,Revenue_abs_error,COGS_error,COGS_abs_error
2022-01-01,calendar_blend_month_scaled,seasonal6_week25_trend0_month_alpha50,2932155.47,3019583.5,2495772.379896449,2513590.9077521153,-436383.0901035513,436383.0901035513,-505992.5922478847,505992.5922478847
2022-01-02,calendar_blend_month_scaled,seasonal6_week25_trend0_month_alpha50,2361965.0,2368851.11,1454148.6565029398,1350067.5477640063,-907816.3434970602,907816.3434970602,-1018783.5622359936,1018783.5622359936
2022-01-03,calendar_blend_month_scaled,seasonal6_week25_trend0_month_alpha50,545563.72,476501.31,1265788.9902114624,1125648.245991656,720225.2702114624,720225.2702114624,649146.935991656,649146.935991656
2022-01-04,calendar_blend_month_scaled,seasonal6_week25_trend0_month_alpha50,1242319.38,1057834.07,1188784.326115743,1026050.5735754243,-53535.053884256864,53535.053884256864,-31783.496424575802,31783.496424575802
2022-01-05,calendar_blend_month_scaled,seasonal6_week25_trend0_month_alpha50,809977.6,684605.3,1183885.6166078593,992372.5455097941,373908.0166078593,373908.0166078593,307767.2455097941,307767.2455097941
2022-01-06,calendar_blend_month_scaled,seasonal6_week25_trend0_month_alpha50,993048.62,827696.4,1207997.5978440202,1006680.3333354082,214948.97784402024,214948.97784402024,178983.93333540822,178983.93333540822
2022-01-07,calendar_blend_month_scaled,seasonal6_week25_trend0_month_alpha50,1294963.64,1109631.82,1222822.0264334579,1024108.3663771356,-72141.61356654204,72141.61356654204,-85523.45362286444,85523.45362286444
2022-01-08,calendar_blend_month_scaled,seasonal6_week25_trend0_month_alpha50,1641747.05,1369252.03,1450363.6248955051,1207998.9366567796,-191383.4251044949,191383.4251044949,-161253.09334322042,161253.09334322042
2022-01-09,calendar_blend_month_scaled,seasonal6_week25_trend0_month_alpha50,1706485.37,1491356.56,1577773.6372553636,1323698.6473850894,-128711.73274463648,128711.73274463648,-167657.91261491063,167657.91261491063
2022-01-10,calendar_blend_month_scaled,seasonal6_week25_trend0_month_alpha50,2569113.21,2158709.88,1604907.0184303785,1332253.363475702,-964206.1915696214,964206.1915696214,-826456.5165242979,826456.5165242979
2022-01-11,calendar_blend_month_scaled,seasonal6_week25_trend0_month_alpha50,1640806.35,1336967.26,1633788.2371270775,1354812.0911294846,-7018.11287292256,7018.11287292256,17844.831129484577,17844.831129484577
2022-01-12,calendar_blend_month_scaled,seasonal6_week25_trend0_month_alpha50,1775526.5,1506945.6,1566134.1524408418,1303261.7554629226,-209392.34755915822,209392.34755915822,-203683.84453707747,203683.84453707747
2022-01-13,calendar_blend_month_scaled,seasonal6_week25_trend0_month_alpha50,1173172.99,946254.56,1777796.6760970778,1500282.2849488421,604623.6860970778,604623.6860970778,554027.7249488421,554027.7249488421
2022-01-14,calendar_blend_month_scaled,seasonal6_week25_trend0_month_alpha50,1548726.82,1300219.1,1555735.6206635542,1299426.7047646884,7008.80066355411,7008.80066355411,-792.3952353117056,792.3952353117056
2022-01-15,calendar_blend_month_scaled,seasonal6_week25_trend0_month_alpha50,1461990.71,1263054.33,1615707.932639319,1357922.985929257,153717.22263931902,153717.22263931902,94868.65592925693,94868.65592925693
2022-01-16,calendar_blend_month_scaled,seasonal6_week25_trend0_month_alpha50,2064339.13,1781850.02,1861655.4365365417,1543456.7662155114,-202683.6934634582,202683.6934634582,-238393.25378448865,238393.25378448865
2022-01-17,calendar_blend_month_scaled,seasonal6_week25_trend0_month_alpha50,1621773.2,1340632.16,2049678.9354176621,1703511.861905273,427905.7354176622,427905.7354176622,362879.70190527313,362879.70190527313
2022-01-18,calendar_blend_month_scaled,seasonal6_week25_trend0_month_alpha50,1861205.18,1606509.55,1841452.9946893079,1513337.4253100248,-19752.18531069206,19752.18531069206,-93172.12468997529,93172.12468997529
2022-01-19,calendar_blend_month_scaled,seasonal6_week25_trend0_month_alpha50,2020862.53,1738187.82,1690137.4586875,1404304.1857040152,-330725.07131249993,330725.07131249993,-333883.63429598487,333883.63429598487
2022-01-20,calendar_blend_month_scaled,seasonal6_week25_trend0_month_alpha50,1249233.56,1043117.49,1909194.6244906718,1571326.8282179437,659961.0644906717,659961.0644906717,528209.3382179437,528209.3382179437
2022-01-21,calendar_blend_month_scaled,seasonal6_week25_trend0_month_alpha50,1580948.85,1245282.02,1822512.9236681885,1505448.4639846352,241564.07366818842,241564.07366818842,260166.44398463517,260166.44398463517
2022-01-22,calendar_blend_month_scaled,seasonal6_week25_trend0_month_alpha50,1758593.8,1468639.94,1841940.9756206567,1552242.3308455807,83347.1756206567,83347.1756206567,83602.39084558072,83602.39084558072
2022-01-23,calendar_blend_month_scaled,seasonal6_week25_trend0_month_alpha50,1785338.17,1512426.38,2042549.0659749617,1700040.1498539005,257210.8959749618,257210.8959749618,187613.76985390065,187613.76985390065
2022-01-24,calendar_blend_month_scaled,seasonal6_week25_trend0_month_alpha50,1915906.28,1601822.71,2194345.5718645956,1839460.1453179454,278439.2918645956,278439.2918645956,237637.43531794543,237637.43531794543
2022-01-25,calendar_blend_month_scaled,seasonal6_week25_trend0_month_alpha50,2471179.3,1957064.07,2102505.3297334495,1757849.9887796182,-368673.9702665503,368673.9702665503,-199214.0812203819,199214.0812203819
2022-01-26,calendar_blend_month_scaled,seasonal6_week25_trend0_month_alpha50,2278973.82,1903209.07,2367403.6101057287,1960298.7280981059,88429.7901057289,88429.7901057289,57089.65809810581,57089.65809810581
2022-01-27,calendar_blend_month_scaled,seasonal6_week25_trend0_month_alpha50,1604489.99,1290075.13,2769209.580898631,2286755.163940042,1164719.590898631,1164719.590898631,996680.0339400419,996680.0339400419
2022-01-28,calendar_blend_month_scaled,seasonal6_week25_trend0_month_alpha50,2792317.48,2306948.5,3003243.8576989896,2485596.456440559,210926.37769898959,210926.37769898959,178647.95644055912,178647.95644055912
2022-01-29,calendar_blend_month_scaled,seasonal6_week25_trend0_month_alpha50,3897632.5,3247780.03,3245478.732882214,2689501.4079816984,-652153.7671177862,652153.7671177862,-558278.6220183014,558278.6220183014
2022-01-30,calendar_blend_month_scaled,seasonal6_week25_trend0_month_alpha50,3903300.55,3262713.48,3275605.7609794973,2749360.8944646176,-627694.7890205025,627694.7890205025,-513352.5855353824,513352.5855353824
2022-01-31,calendar_blend_month_scaled,seasonal6_week25_trend0_month_alpha50,3159829.55,2627738.4,2995992.8308430756,2520617.5616382975,-163836.71915692417,163836.71915692417,-107120.8383617024,107120.8383617024
2022-02-01,calendar_blend_month_scaled,seasonal6_week25_trend0_month_alpha50,3672475.88,3092119.13,2475036.644588643,2020216.8208869677,-1197439.2354113567,1197439.2354113567,-1071902.3091130322,1071902.3091130322
2022-02-02,calendar_blend_month_scaled,seasonal6_week25_trend0_month_alpha50,3072419.17,2457270.01,1863417.440520325,1547001.6166981417,-1209001.729479675,1209001.729479675,-910268.3933018581,910268.3933018581
2022-02-03,calendar_blend_month_scaled,seasonal6_week25_trend0_month_alpha50,1056919.3,915391.24,1652759.605050314,1368647.4673082505,595840.3050503139,595840.3050503139,453256.2273082505,453256.2273082505
2022-02-04,calendar_blend_month_scaled,seasonal6_week25_trend0_month_alpha50,1135262.35,959597.02,1704879.2986942125,1386585.0414120622,569616.9486942124,569616.9486942124,426988.0214120622,426988.0214120622
2022-02-05,calendar_blend_month_scaled,seasonal6_week25_trend0_month_alpha50,1325806.77,1094262.79,1799563.4297177815,1487157.4664335474,473756.65971778147,473756.65971778147,392894.6764335474,392894.6764335474
2022-02-06,calendar_blend_month_scaled,seasonal6_week25_trend0_month_alpha50,1360544.32,1086414.25,1872355.1787891032,1529243.2777884626,511810.8587891031,511810.8587891031,442829.0277884626,442829.0277884626
2022-02-07,calendar_blend_month_scaled,seasonal6_week25_trend0_month_alpha50,1777072.87,1505671.69,1829046.7826674362,1487093.3534529773,51973.91266743606,51973.91266743606,-18578.336547022685,18578.336547022685
2022-02-08,calendar_blend_month_scaled,seasonal6_week25_trend0_month_alpha50,2324022.32,1858719.97,1749129.8346679318,1459232.2762343418,-574892.485332068,574892.485332068,-399487.6937656582,399487.6937656582
2022-02-09,calendar_blend_month_scaled,seasonal6_week25_trend0_month_alpha50,2087968.13,1716217.3,1855710.5968173607,1519744.898864009,-232257.53318263916,232257.53318263916,-196472.4011359911,196472.4011359911
2022-02-10,calendar_blend_month_scaled,seasonal6_week25_trend0_month_alpha50,1681958.09,1377183.24,2029066.3378524962,1683277.53031818,347108.2478524961,347108.2478524961,306094.2903181801,306094.2903181801
2022-02-11,calendar_blend_month_scaled,seasonal6_week25_trend0_month_alpha50,1868277.55,1450465.3,1972918.195260557,1631346.264711285,104640.64526055707,104640.64526055707,180880.96471128496,180880.96471128496
