Date,model,variant,Revenue_actual,COGS_actual,Revenue_pred,COGS_pred,Revenue_error,Revenue_abs_error,COGS_error,COGS_abs_error
2022-01-01,residual_meta_catboost,catboost_base_all_cal_sh100_cal2022,2932155.47,3019583.5,2577106.875333032,2516074.514878764,-355048.5946669681,355048.5946669681,-503508.9851212362,503508.9851212362
2022-01-02,residual_meta_catboost,catboost_base_all_cal_sh100_cal2022,2361965.0,2368851.11,1577427.3151790684,1481015.5540130131,-784537.6848209316,784537.6848209316,-887835.5559869867,887835.5559869867
2022-01-03,residual_meta_catboost,catboost_base_all_cal_sh100_cal2022,545563.72,476501.31,1147186.2393271462,1078589.2226218109,601622.5193271462,601622.5193271462,602087.9126218108,602087.9126218108
2022-01-04,residual_meta_catboost,catboost_base_all_cal_sh100_cal2022,1242319.38,1057834.07,1198400.0470056005,1016558.2094328558,-43919.33299439936,43919.33299439936,-41275.860567144235,41275.860567144235
2022-01-05,residual_meta_catboost,catboost_base_all_cal_sh100_cal2022,809977.6,684605.3,1176083.5989859872,941094.1675727786,366105.9989859873,366105.9989859873,256488.8675727786,256488.8675727786
2022-01-06,residual_meta_catboost,catboost_base_all_cal_sh100_cal2022,993048.62,827696.4,1012456.8762871696,817990.0047026165,19408.256287169643,19408.256287169643,-9706.39529738354,9706.39529738354
2022-01-07,residual_meta_catboost,catboost_base_all_cal_sh100_cal2022,1294963.64,1109631.82,1129035.1191646818,950352.002940372,-165928.52083531814,165928.52083531814,-159279.81705962808,159279.81705962808
2022-01-08,residual_meta_catboost,catboost_base_all_cal_sh100_cal2022,1641747.05,1369252.03,1534314.1091416087,1312502.6316931662,-107432.94085839135,107432.94085839135,-56749.39830683381,56749.39830683381
2022-01-09,residual_meta_catboost,catboost_base_all_cal_sh100_cal2022,1706485.37,1491356.56,1687420.7426669102,1491234.388880173,-19064.627333089942,19064.627333089942,-122.17111982707866,122.17111982707866
2022-01-10,residual_meta_catboost,catboost_base_all_cal_sh100_cal2022,2569113.21,2158709.88,1769802.2202333512,1528404.0827930889,-799310.9897666487,799310.9897666487,-630305.797206911,630305.797206911
2022-01-11,residual_meta_catboost,catboost_base_all_cal_sh100_cal2022,1640806.35,1336967.26,1787416.856260772,1517674.76488879,146610.506260772,146610.506260772,180707.50488878996,180707.50488878996
2022-01-12,residual_meta_catboost,catboost_base_all_cal_sh100_cal2022,1775526.5,1506945.6,1687711.4394024492,1399051.5974734037,-87815.06059755082,87815.06059755082,-107894.00252659642,107894.00252659642
2022-01-13,residual_meta_catboost,catboost_base_all_cal_sh100_cal2022,1173172.99,946254.56,1543903.0591712997,1322343.3240549855,370730.0691712997,370730.0691712997,376088.7640549855,376088.7640549855
2022-01-14,residual_meta_catboost,catboost_base_all_cal_sh100_cal2022,1548726.82,1300219.1,1448111.8558010876,1245113.3059520684,-100614.9641989125,100614.9641989125,-55105.794047931675,55105.794047931675
2022-01-15,residual_meta_catboost,catboost_base_all_cal_sh100_cal2022,1461990.71,1263054.33,1643829.594729217,1410295.750231495,181838.88472921704,181838.88472921704,147241.42023149482,147241.42023149482
2022-01-16,residual_meta_catboost,catboost_base_all_cal_sh100_cal2022,2064339.13,1781850.02,1903278.8117432166,1588547.746440442,-161060.3182567833,161060.3182567833,-193302.27355955797,193302.27355955797
2022-01-17,residual_meta_catboost,catboost_base_all_cal_sh100_cal2022,1621773.2,1340632.16,2061795.3587342,1773283.9914341588,440022.15873420006,440022.15873420006,432651.83143415884,432651.83143415884
2022-01-18,residual_meta_catboost,catboost_base_all_cal_sh100_cal2022,1861205.18,1606509.55,1934720.2412552838,1625211.1496935564,73515.06125528389,73515.06125528389,18701.599693556316,18701.599693556316
2022-01-19,residual_meta_catboost,catboost_base_all_cal_sh100_cal2022,2020862.53,1738187.82,1778119.52787533,1490891.789646118,-242743.00212466996,242743.00212466996,-247296.03035388212,247296.03035388212
2022-01-20,residual_meta_catboost,catboost_base_all_cal_sh100_cal2022,1249233.56,1043117.49,1722589.4461282387,1404118.2742943,473355.88612823864,473355.88612823864,361000.7842943,361000.7842943
2022-01-21,residual_meta_catboost,catboost_base_all_cal_sh100_cal2022,1580948.85,1245282.02,1607831.739743742,1312552.6146290912,26882.889743741835,26882.889743741835,67270.59462909121,67270.59462909121
2022-01-22,residual_meta_catboost,catboost_base_all_cal_sh100_cal2022,1758593.8,1468639.94,1775405.481051217,1502058.4310811018,16811.68105121702,16811.68105121702,33418.49108110182,33418.49108110182
2022-01-23,residual_meta_catboost,catboost_base_all_cal_sh100_cal2022,1785338.17,1512426.38,2005229.1561009963,1693683.3977293908,219890.98610099638,219890.98610099638,181257.01772939088,181257.01772939088
2022-01-24,residual_meta_catboost,catboost_base_all_cal_sh100_cal2022,1915906.28,1601822.71,2298324.712303804,1904745.3515453786,382418.43230380374,382418.43230380374,302922.6415453786,302922.6415453786
2022-01-25,residual_meta_catboost,catboost_base_all_cal_sh100_cal2022,2471179.3,1957064.07,2231625.6267283247,1869052.683554457,-239553.67327167513,239553.67327167513,-88011.38644554303,88011.38644554303
2022-01-26,residual_meta_catboost,catboost_base_all_cal_sh100_cal2022,2278973.82,1903209.07,2452244.4603677196,2018985.444878742,173270.6403677198,173270.6403677198,115776.37487874203,115776.37487874203
2022-01-27,residual_meta_catboost,catboost_base_all_cal_sh100_cal2022,1604489.99,1290075.13,2607848.728168772,2124879.590600652,1003358.7381687721,1003358.7381687721,834804.4606006523,834804.4606006523
2022-01-28,residual_meta_catboost,catboost_base_all_cal_sh100_cal2022,2792317.48,2306948.5,2794904.872772863,2306975.2186501436,2587.3927728631534,2587.3927728631534,26.71865014359355,26.71865014359355
2022-01-29,residual_meta_catboost,catboost_base_all_cal_sh100_cal2022,3897632.5,3247780.03,3329709.717384915,2737651.4642704763,-567922.7826150851,567922.7826150851,-510128.56572952354,510128.56572952354
2022-01-30,residual_meta_catboost,catboost_base_all_cal_sh100_cal2022,3903300.55,3262713.48,3373506.4423900265,2881830.0868568835,-529794.1076099733,529794.1076099733,-380883.3931431165,380883.3931431165
2022-01-31,residual_meta_catboost,catboost_base_all_cal_sh100_cal2022,3159829.55,2627738.4,3185936.9398476225,2646161.5611157785,26107.38984762272,26107.38984762272,18423.16111577861,18423.16111577861
2022-02-01,residual_meta_catboost,catboost_base_all_cal_sh100_cal2022,3672475.88,3092119.13,2688111.4671579623,2227729.9618184376,-984364.4128420376,984364.4128420376,-864389.1681815623,864389.1681815623
2022-02-02,residual_meta_catboost,catboost_base_all_cal_sh100_cal2022,3072419.17,2457270.01,1932322.8544368795,1631529.508736511,-1140096.3155631204,1140096.3155631204,-825740.5012634888,825740.5012634888
2022-02-03,residual_meta_catboost,catboost_base_all_cal_sh100_cal2022,1056919.3,915391.24,1412637.61764718,1161206.9367182779,355718.31764718005,355718.31764718005,245815.69671827788,245815.69671827788
2022-02-04,residual_meta_catboost,catboost_base_all_cal_sh100_cal2022,1135262.35,959597.02,1349052.7213674681,1115330.685989121,213790.37136746803,213790.37136746803,155733.66598912096,155733.66598912096
2022-02-05,residual_meta_catboost,catboost_base_all_cal_sh100_cal2022,1325806.77,1094262.79,1621671.178289145,1385889.8040028592,295864.408289145,295864.408289145,291627.0140028591,291627.0140028591
2022-02-06,residual_meta_catboost,catboost_base_all_cal_sh100_cal2022,1360544.32,1086414.25,1772342.3611715706,1495169.4511291103,411798.04117157054,411798.04117157054,408755.2011291103,408755.2011291103
2022-02-07,residual_meta_catboost,catboost_base_all_cal_sh100_cal2022,1777072.87,1505671.69,1802860.3783942547,1559977.399178053,25787.508394254604,25787.508394254604,54305.709178053075,54305.709178053075
2022-02-08,residual_meta_catboost,catboost_base_all_cal_sh100_cal2022,2324022.32,1858719.97,1899960.0361900139,1603068.5892003817,-424062.28380998597,424062.28380998597,-255651.38079961832,255651.38079961832
2022-02-09,residual_meta_catboost,catboost_base_all_cal_sh100_cal2022,2087968.13,1716217.3,1927863.1236631765,1581189.268337211,-160105.00633682334,160105.00633682334,-135028.03166278894,135028.03166278894
2022-02-10,residual_meta_catboost,catboost_base_all_cal_sh100_cal2022,1681958.09,1377183.24,1948587.6488741694,1588600.4782023758,266629.55887416936,266629.55887416936,211417.23820237583,211417.23820237583
2022-02-11,residual_meta_catboost,catboost_base_all_cal_sh100_cal2022,1868277.55,1450465.3,1812391.4385637902,1476055.3148812877,-55886.111436209874,55886.111436209874,25590.0148812877,25590.0148812877
2022-02-12,residual_meta_catboost,catboost_base_all_cal_sh100_cal2022,2483675.48,2002526.57,2156632.1301507237,1796563.1046073388,-327043.34984927624,327043.34984927624,-205963.46539266128,205963.46539266128
2022-02-13,residual_meta_catboost,catboost_base_all_cal_sh100_cal2022,2471088.82,2037847.39,2532441.0605724924,2125307.328794488,61352.24057249259,61352.24057249259,87459.93879448832,87459.93879448832
2022-02-14,residual_meta_catboost,catboost_base_all_cal_sh100_cal2022,2477651.08,2066561.36,2968512.9549427545,2499025.1967627816,490861.8749427544,490861.8749427544,432463.8367627815,432463.8367627815
2022-02-15,residual_meta_catboost,catboost_base_all_cal_sh100_cal2022,2911470.49,2304155.38,2627728.104731191,2190433.701751227,-283742.3852688093,283742.3852688093,-113721.67824877286,113721.67824877286
2022-02-16,residual_meta_catboost,catboost_base_all_cal_sh100_cal2022,3189077.73,2624063.44,2568668.009124784,2098059.210046664,-620409.7208752162,620409.7208752162,-526004.2299533361,526004.2299533361
2022-02-17,residual_meta_catboost,catboost_base_all_cal_sh100_cal2022,2365001.98,1930644.21,2514598.795990189,2034363.1173721168,149596.8159901891,149596.8159901891,103718.90737211681,103718.90737211681
2022-02-18,residual_meta_catboost,catboost_base_all_cal_sh100_cal2022,2218074.92,1902787.38,2469315.557038773,1979542.6095801631,251240.63703877293,251240.63703877293,76755.22958016326,76755.22958016326
2022-02-19,residual_meta_catboost,catboost_base_all_cal_sh100_cal2022,2497284.24,2073056.25,2661229.956414613,2149621.641687392,163945.71641461272,163945.71641461272,76565.39168739179,76565.39168739179
